"","ccode","year","warl","onset","gdpenl","lpopl1","lmtnest","Oil","ncontig","ethfrac","relfrac","nwstate","polity2l","instab","ccodeyear","totalwars","everwar"
"1366",205,1970,0,0,4.81199979782104,7.98139142990112,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051970,0,0
"1367",205,1971,0,0,5.0149998664856,7.98956060409546,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051971,0,0
"1368",205,1972,0,0,5.13000011444092,7.99900722503662,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051972,0,0
"1369",205,1973,0,0,5.39099979400635,8.01433563232422,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051973,0,0
"1370",205,1974,0,0,5.59499979019165,8.03040981292725,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051974,0,0
"1371",205,1975,0,0,5.71099996566772,8.0468692779541,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051975,0,0
"1372",205,1976,0,0,5.80600023269653,8.06369304656982,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051976,0,0
"1373",205,1977,0,0,5.83599996566772,8.07961845397949,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051977,0,0
"1374",205,1978,0,0,6.25799989700317,8.0931568145752,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051978,0,0
"1375",205,1979,0,0,6.64099979400635,8.10591125488281,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051979,0,0
"1376",205,1980,0,0,6.80100011825562,8.12207412719727,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051980,0,0
"1377",205,1981,0,0,6.82299995422363,8.1318244934082,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051981,0,0
"1378",205,1982,0,0,6.9850001335144,8.14409828186035,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051982,0,0
"1379",205,1983,0,0,7.03299999237061,8.15478801727295,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051983,0,0
"1380",205,1984,0,0,6.90700006484985,8.16166019439697,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051984,0,0
"1381",205,1985,0,0,7.12200021743774,8.16876983642578,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051985,0,0
"1382",205,1986,0,0,7.27500009536743,8.17188167572021,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051986,0,0
"1383",205,1987,0,0,7.23799991607666,8.17216491699219,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051987,0,0
"1384",205,1988,0,0,7.54099988937378,8.1727294921875,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051988,0,0
"1385",205,1989,0,0,7.89900016784668,8.1713171005249,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051989,0,0
"1386",205,1990,0,0,8.52400016784668,8.164794921875,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051990,0,0
"1387",205,1991,0,0,9.27400016784668,8.16137504577637,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051991,0,0
"1388",205,1992,0,0,9.39500045776367,8.16678428649902,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051992,0,0
"1389",205,1993,0,0,9.63700008392334,8.17385768890381,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051993,0,0
"1390",205,1994,0,0,9.85700035095215,8.17844200134277,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051994,0,0
"1391",205,1995,0,0,10.4029998779297,8.18051719665527,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051995,0,0
"1392",205,1996,0,0,11.3159999847412,8.18924427032471,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051996,0,0
"1393",205,1997,0,0,12.0860004425049,8.19753837585449,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051997,0,0
"1394",205,1998,0,0,13.2449998855591,8.20549201965332,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051998,0,0
"1395",205,1999,0,0,14.2159996032715,8.21066761016846,0,0,0,0.0454303026199341,0.149600028991699,0,10,0,2051999,0,0
"1396",210,1945,0,0,3.84500002861023,9.12336540222168,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101945,0,0
"1397",210,1946,0,0,3.84500002861023,9.12336540222168,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101946,0,0
"1398",210,1947,0,0,3.84599995613098,9.15090847015381,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101947,0,0
"1399",210,1948,0,0,4.26999998092651,9.17253494262695,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101948,0,0
"1400",210,1949,0,0,4.34800004959106,9.19013786315918,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101949,0,0
"1401",210,1950,0,0,4.23999977111816,9.20593070983887,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101950,0,0
"1402",210,1951,0,0,4.53200006484985,9.22167587280273,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101951,0,0
"1403",210,1952,0,0,4.45100021362305,9.23415470123291,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101952,0,0
"1404",210,1953,0,0,4.32299995422363,9.2465763092041,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101953,0,0
"1405",210,1954,0,0,4.65700006484985,9.25874996185303,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101954,0,0
"1406",210,1955,0,0,5.01800012588501,9.27087116241455,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101955,0,0
"1407",210,1956,0,0,5.29899978637695,9.28275394439697,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101956,0,0
"1408",210,1957,0,0,5.56500005722046,9.29624271392822,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101957,0,0
"1409",210,1958,0,0,5.62400007247925,9.30955219268799,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101958,0,0
"1410",210,1959,0,0,5.36199998855591,9.32268619537354,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101959,0,0
"1411",210,1960,0,0,5.58500003814697,9.33565044403076,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101960,0,0
"1412",210,1961,0,0,6.0770001411438,9.34897136688232,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101961,0,0
"1413",210,1962,0,0,6.22499990463257,9.36211681365967,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101962,0,0
"1414",210,1963,0,0,6.40199995040894,9.37636280059814,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101963,0,0
"1415",210,1964,0,0,6.5770001411438,9.38982486724854,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101964,0,0
"1416",210,1965,0,0,7.11700010299683,9.40327167510986,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101965,0,0
"1417",210,1966,0,0,7.39599990844727,9.41686630249023,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101966,0,0
"1418",210,1967,0,0,7.52799987792969,9.42995738983154,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101967,0,0
"1419",210,1968,0,0,7.85300016403198,9.44129371643066,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101968,0,0
"1420",210,1969,0,0,8.30099964141846,9.45171642303467,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101969,0,0
"1421",210,1970,0,0,8.74899959564209,9.46335315704346,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101970,0,0
"1422",210,1971,0,0,9.19900035858154,9.47570037841797,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101971,0,0
"1423",210,1972,0,0,9.46599960327148,9.48759365081787,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101972,0,0
"1424",210,1973,0,0,9.68299961090088,9.4976978302002,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101973,0,0
"1425",210,1974,0,0,10.0640001296997,9.50591659545898,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101974,0,0
"1426",210,1975,0,0,10.375,9.51377296447754,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101975,0,0
"1427",210,1976,0,0,10.2550001144409,9.52266597747803,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101976,0,0
"1428",210,1977,0,0,10.6999998092651,9.53053760528564,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101977,0,0
"1429",210,1978,0,0,10.9020004272461,9.53647327423096,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101978,0,0
"1430",210,1979,0,0,11.1079998016357,9.5426607131958,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101979,0,0
"1431",210,1980,0,0,11.28600025177,9.54952335357666,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101980,0,0
"1432",210,1981,0,0,11.2840003967285,9.55747032165527,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101981,0,0
"1433",210,1982,0,0,11.0790004730225,9.56430149078369,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101982,0,0
"1434",210,1983,0,0,10.8690004348755,9.56892395019531,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101983,0,0
"1435",210,1984,0,0,10.9829998016357,9.57268905639648,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101984,0,0
"1436",210,1985,0,0,11.2880001068115,9.5766487121582,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101985,0,0
"1437",210,1986,0,0,11.5389995574951,9.58135223388672,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101986,0,0
"1438",210,1987,0,0,11.7969999313354,9.58685684204102,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101987,0,0
"1439",210,1988,0,0,11.8579998016357,9.59321880340576,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101988,0,0
"1440",210,1989,0,0,12.0869998931885,9.59967613220215,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101989,0,0
"1441",210,1990,0,0,12.5909996032715,9.60568809509277,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101990,0,0
"1442",210,1991,0,0,13.0290002822876,9.61260032653809,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101991,0,0
"1443",210,1992,0,0,13.1960000991821,9.62012958526611,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101992,0,0
"1444",210,1993,0,0,13.2810001373291,9.62760257720947,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101993,0,0
"1445",210,1994,0,0,13.293999671936,9.63424110412598,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101994,0,0
"1446",210,1995,0,0,13.6309995651245,9.64089679718018,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101995,0,0
"1447",210,1996,0,0,13.8680000305176,9.64601135253906,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101996,0,0
"1448",210,1997,0,0,14.2370004653931,9.64969158172607,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101997,0,0
"1449",210,1998,0,0,14.6909999847412,9.65547466278076,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101998,0,0
"1450",210,1999,0,0,15.1409997940063,9.66128826141357,0,0,1,0.10196328163147,0.690999984741211,0,10,0,2101999,0,0
"1451",211,1945,0,0,3.64100003242493,9.03133296966553,0,0,0,0.551184177398682,0.375,0,10,0,2111945,0,0
